,Query,Document,Relevance Actual,Relevance Predicted
6777,when and where did the battle of manassas take place,"The First Battle of Bull Run (also known as the First Manassas) was fought on July 21, 1861. It was the first major battle of the Civil War and resulted in a Confederate victory. Create an account.",0,-1
6778,when and where did the battle of manassas take place,"Bull Run. In July 1861, the first major battle of the American Civil War was fought near Manassas Junction in Northern Virginia. It was named after a nearby creek, Bull Run. On July 21st, 1861, there were over 5,000 casualties at the First Battle of Bull Run. For many, this battle is among the most famous of the Civil War.",1,-1
6779,when and where did the battle of manassas take place,"July 21,1861 First Battle of Bull Run. Defense: Known as the First Battle of Bull Run or First Manassas fought in Manassas, Virginia. The Northern public has been pressing for a Union attack on Richmond, Virginia since the fall of Fort Sumter. Unseasoned troops of both the Union and the CSA will now engage in the “first major land battle of the Civil War”.",1,-1
6780,when and where did the battle of manassas take place,"First Battle of Bull Run. The first big land battle of the American Civil War took place near Manassas in Prince William County in Virginia on July 21, 1861. This episode is called the First Battle of Bull Run and is also known as First Manassas, the latter being the name the Confederates used. The battle came about as a result of a Union drive to try and take Richmond, Virginia, the capital of the Confederate states, as it was felt that taking the city would mean an early end to the uprising.",2,-1
6781,when and where did the battle of manassas take place,"May 21. The Confederacy names Richmond, Virginia as their Capital. Jul 21. First Battle of Bull Run (aka First Battle of Manassas by the Confederates); it was the first land battle of major proportions in the Civil War. The battle took place near the city of Manassas in Prince William County, Virginia.",1,-1
6782,when and where did the battle of manassas take place,WELCOME TO HISTORIC MANASSAS Historic Heart. Modern Beat. BECOME A MEMBER DINE MANASSAS Fine cuisine and good cheer are Manassas traditions. GO DINE MANASSAS SHOP MANASSAS Manassas is a fascinating blend of merchants old and new. GO SHOP MANASSAS.,0,-1
6783,when and where did the battle of manassas take place,"WAR IN VIRGINIA In July 1861, the Union and Confederate armies clashed near Manassas Junction, Virginia, along Bull Run Creek. At first the Union soldiers, under General Irvin McDowell, pushed back the left side of the Confederate line. Then Southern troops, inspired by General Thomas “Stonewall” Jackson, fought back.",0,-1
6784,when and where did the battle of manassas take place,"US Civil War Battles. The first land battle of the Civil War was fought at? Asked by Wiki User. See Answer. Top Answer. Wiki User. Answered 2015-11-07 14:59:32. The first of the major battles between the union and the
confederacy was fought in July 1861.The battle took place at bull
run ,a stream near the town of Manassas Junction. Most US Civil Warhistorians cite the First Battle of Bull Run,
a Confederate victory to be the first major land battle of the
Civil War.",0,-1
6785,when and where did the battle of manassas take place,"What was the first land battle of the US Civil War and in what state did it take place? The first major land battle of the Civil War was the First
Battle of Bull Run, known to the South as First Manassas, in
Virginia. Largest land battle fought by Americans? largest land battle fought by americans.",0,-1
6786,when and where did the battle of manassas take place,"The first battle fought after Fort Sumter was the battle at Manassas Junction? The first Battle of Manassas or First Bull Run was the first
large scale major action of the US Civil War. The first land battle
however was the Battle of Philippi in what was then still Virginia. It was fought June 23, 1861. A naval bombardment of Confederate
land artillery batteries by US Navy gunboats took place at Sewells
Point, Virginia, May 18-19, 1861 making it the first battle of the
war after Sumter.",0,-1
6787,when and where did the battle of manassas take place,"When and where was the bull run fought? The first battle of Bull Run was fought July 21, 1861 near
Manassas, Virginia. The union forces called it Bull Run and the
Confederate forces called it the battle of Manassas. The battle
ended with a union retreat that turned into a rout as confederate
forces counter attacked.",2,-1
6788,when and where did the battle of manassas take place,Where did the most of the Battle of Bunker Hill take place? The battle of Bunker hill mostly took place in the Breed's hill.,0,-1
6789,when and where did the battle of manassas take place,"There was the First Battle of Bull Run and the Second Battle of
Bull Run. They are also known as the First Battle of Manassas and
Second Battle of Manassas. When did the Battle of Bull Run begin? The First Battle of Bull Run was in 1861. The Second Battle of
Bull Run was in 1862.",1,-1
6790,when and where did the battle of manassas take place,"Second Battle of Bull Run (Second Manassas): Significance, Facts and Strategies. The Second Battle of Bull Run was fought from 28 th to 30 th of August, 1862 at the same place where the first battle was fought in 1861 but it was on a much larger scale than the first one.",1,-1
6791,when and where did the battle of manassas take place,"There was the First Battle of Bull Run and the Second Battle of
Bull Run. They are also known as the First Battle of Manassas and
Second Battle of Manassas. When did the Battle of Bull Run begin? The First Battle of Bull Run was in 1861. The Second Battle of
Bull Run was in 1862.",0,-1
6792,when and where did the battle of manassas take place,"Answered 2015-02-09 22:20:39. The South often used names of locations for battle names, thus
the location of Manassas, a place of a rail head. The North most
often used waterway names, thus the stream of Bull Run. The same
thing for Antietam, a creek.",0,-1
6793,when and where did the battle of manassas take place,"The First Battle of Bull Run, also known as the First Battle of Manassas (the name used by Confederate forces and still often used in the Southern United States), was the first major land battle of the American Civil War, fought on July 21, 1861, near Manassas, Virginia.",1,-1
6794,when and where did the battle of manassas take place,"First Virginia battle? The first battle fought in Virginia during the Civil War was that of First Bull Run, on July 21,1861.",0,-1
6795,when and where did the battle of manassas take place,"Where eas the battle take place? The battle of gettysburg take place at the
Pensylvania&amp;PA. When did the battle of Vicksburg and Gettysburg take place? ANSWER
The siege and battle of Vicksburg take place from May 19 to July
4,1863. The battle of Gettysburg take place from July 1 to July
3,1863.",0,-1
6796,when and where did the battle of manassas take place,Where did the most of the Battle of Bunker Hill take place? The battle of Bunker hill mostly took place in the Breed's hill.,0,-1
6797,when and where did the battle of manassas take place,When did the Battle of Bunker Hill take place? The battle of bunker hill took place on after dark on June 16.,0,-1
6798,when and where did the battle of manassas take place,"Where did Saratoga take place? the battle of saratoga took place in saratoga, new york. there
were actually two battles that made up this one. The first one was
the Battle on Freeman's Farm.",0,-1
6799,when and where did the battle of manassas take place,Where was the first battle of the civil war and who won the battle. ? Asked by Wiki User. See Answer. Top Answer. Wiki User. Answered 2012-12-20 22:05:43. The first battle was the battle of bull run ( or manassas as the union called it) the union won this battle. ---------------------------------------------------------------.,0,-1
6800,when and where did the battle of manassas take place,"This is why it was named ""The Battle of Bull Run."". The Confederate Army named their battles after towns or
structures nearby, therefore,
Union-1st Bull Run
Confederate-1st Manassas
Union-2nd Bull Run
Confederate-2nd Manassas
Union-Pittsburg Landing
Confederate-Shiloh
Union-Antietam
Confederate-Sharpsburg
Union- Olustee
Confederate-Ocean Pond. Where did the union surrender in the first Battle of Bull Run?",0,-1
6801,when and where did the battle of manassas take place,"All that loss of life and nothing was settled by it. A pointless battle for nothing was gained. The First Battle of Bull Run, also known as the First Battle of Manassas (the name used by Confederate forces and still often used in the South), was the first major land battle of the American Civil War, fought on July 21, 1861, near Manassas, Virginia .",1,-1
6802,when and where did the battle of manassas take place,"it was either the north or the south!!!!!!!!! The First Battle of Bull Run, also known as the First Battle of Manassas (the name used by Confederate forces and still often used in the South), was the first major land battle of the American Civil War, fought on July 21, 1861, near Manassas, Virginia.",1,-1
6803,when and where did the battle of manassas take place,"There was the First Battle of Bull Run and the Second Battle of
Bull Run. They are also known as the First Battle of Manassas and
Second Battle of Manassas. When did the Battle of Bull Run begin? The First Battle of Bull Run was in 1861. The Second Battle of
Bull Run was in 1862.",1,-1
6804,when and where did the battle of manassas take place,"First Battle of Bull Run: July 21, 1861. Second Battle of Bull Run: August 28-30, 1862. What state was the battle of First Bull Run located? The First Battle of Bull Run was fought on July 21, 1861, in
Virginia.",0,-1
6805,when and where did the battle of manassas take place,When did the battle of okinawa take place? The Battle of Okinawa took place in April of 1945. The battle itself lasted for a total of 81 days.,0,-1
6806,when and where did the battle of manassas take place,View Map. Follow the footsteps of the battles that helped define one of the most divisive moments in American History. The Manassas National Battlefield Park is the location of two major Civil War battles. The first and second battle of Manassas in 1861 and 1862 respectively were both fought on this historic ground.,1,-1
6807,when and where did the battle of manassas take place,"The location of the battles was Prince William County, in northern Virginia, near the small railroad town of Manassas, not far from a creek, or stream, called Bull Run. Southerners referred to the conflicts as the Battle of Manassas, the North called it Bull Run.",0,-1
6808,when and where did the battle of manassas take place,The strategic significance of the location of Manassas (Bull Run) was that Manassas was an important railroad junction and as such could be used to transport soldiers and supplies during the Civil War. Map of First Battle of the Bull Run. The First Battle of Bull Run.,0,-1
6809,when and where did the battle of manassas take place,"The date of the conflict was July 21, 1861 and fought in Manassas, Prince William County, in northern Virginia. 
First Battle of Bull Run Fact 3. Who won?",1,-1
6810,when and where did the battle of manassas take place,"The Battles of 1861 and 1862. After the first shot was fired at the Battle of Fort Sumter, the American Civil War would escalate. Many more battles would be fought over the next few years. This was the first major land battle of the war. It took place on July 21, 1861 near the city of Manassas, Virginia.",1,-1
6811,when and where did the battle of manassas take place,"The battle was fought on July 21, 1861, in Prince William County, Virginia, just north of the city of Manassas and about 30 miles west-southwest of Washington, D.C. The Union 's forces were slow in positioning themselves, allowing Confederate reinforcements time to arrive by rail.",2,-1
6812,when and where did the battle of manassas take place,"The Union flanking column's lead troops, commanded by Ambrose E. Burnside, cross Sudley Ford across Bull Run. July 21, 1861, 10:00 a.m. Union troops under Ambrose E. Burnside begin fighting with Confederates under Nathan ""Shanks"" Evans positioned on Matthews Hill during the First Battle of Manassas. July 21, 1861, 11:30 a.m.",2,-1
6813,when and where did the battle of manassas take place,"First Battle of Manassas or Bull Run. Date. July 21, 1861. Location. Prince William County, Virginia. Combatants. United States. Confederacy.",1,-1
6814,when and where did the battle of manassas take place,"SUMMARY. The First Battle of Manassas, or Bull Run, fought on July 21, 1861, was the first major battle of the American Civil War (1861–1865). United States president Abraham Lincoln—under pressure from the public that urged the army “On to Richmond!”—went against the advice of his aging general-in-chief Winfield Scott and ordered an attack.",1,-1
6815,when and where did the battle of manassas take place,"21st July » American Civil War: First Battle of Bull Run at Manassas, Virginia or Manassas Junction, Virginia, the first major battle of the war begins and ends in a victory for the Confederate States of America e.g Confederate army.",1,-1
6816,when and where did the battle of manassas take place,"Contents. Prelude to the First Battle of Bull Run (Manassas) Battle Begins at Bull Run. The “Rebel Yell” at Bull Run (Manassas) Who Won The Battle of Bull Run (Manassas)? The First Battle of Bull Run, also known as the Battle of Manassas, marked the first major land battle of the American Civil War. On July 21, 1861, Union and Confederate armies clashed near Manassas Junction, Virginia.",2,-1
6817,when and where did the battle of manassas take place,"Prelude to the First Battle of Bull Run (Manassas) By July 1861, two months after Confederate troops opened fire on Fort Sumter to begin the Civil War, the northern press and public were eager for the Union Army to make an advance on Richmond ahead of the planned meeting of the Confederate Congress there on July 20.",0,-1
6818,when and where did the battle of manassas take place,"The Battle Of Bull Run Begins. After arriving in the Manassas vicinity on July 18, Brig. Gen. Daniel Tyler’s Union division probed Bull Run and engaged in a skirmish at Blackburn’s Ford. After losing about 150 men, Tyler withdrew. With information from additional reconnaissance, McDowell planned to use two columns to attack the Confederates left flank while a third circled to the far right flank and south to provide a distraction, cut the Confederates off from Richmond, and force them farther southeast.",0,-1
6819,when and where did the battle of manassas take place,"The first real battle took place July 21, 1861, on the hills around Bull Run creek outside Manassas, Virginia, a railroad junction some 30 miles south of the Northern capital at Washington City (Washington, D.C.) and about 90 miles north of the Confederate capital at Richmond on July.",2,-1
6820,when and where did the battle of manassas take place,"First Battle of Bull Run. Manassas, Virginia. Also known as First Manassas, the first major engagement of the American Civil War was a shocking rout of Union soldiers by confederates at Manassas Junction, VA. August 28–29. Hatteras Inlet North Carolina.",0,-1
6821,when and where did the battle of manassas take place,"Manassas National Battlefield. Manassas National Battlefield Park. Two key battles in the Civil War were fought near Manassas, Virginia in 1861 and 1862. The site has been preserved as Manassas National Battlefield and is described exceptionally well, so visitors can understand and even picture those battles.",1,-1
6822,when and where did the battle of manassas take place,"Source: The Photographic History of the Civil War, The Storm Center of the Battle, Bul Run, July 21, 1861(p.158)
. Confederates built defensive lines near Manassas and Centreville in 1861 after First Manassas, then abandoned them in March 1862 when troops moved to Richmond to counter the Peninsula Campaign.",1,-1
6823,when and where did the battle of manassas take place,"4 Answers. Relevance. mom2trinityj. Lv 4. 1 decade ago. Favorite Answer. The First Battle of Bull Run, also known as the First Battle of Manassas, took place on July 21, 1861, and was the first major land battle of the American Civil War. Green Union Army troops under Brigadier General Irvin McDowell advanced against the Confederate Army under Brig. Gens. Joseph E. Johnston and P.G.T. Beauregard at Manassas, Virginia, and despite early successes, were routed and forced to retreat back to Washington, D.C.",1,-1
6824,when and where did the battle of manassas take place,"He quickly repositioned troops to fight General John Pope at the battle of Second Manassas/Second Bull Run and then into his first invasion of Maryland in the Antietam/Sharpsburg campaign, which ended with the issue of the Emancipation Proclamation.",0,-1
6825,when and where did the battle of manassas take place,"5 Answers. Relevance. Muinghan Life During Wartime. Lv 7. 1 decade ago. Favorite Answer. Confederates - 1st & 2nd Battle of Manassas. The battle happened by the town of Manassas, Virginia. Bull Run is a free-flowing stream of water by the town of Manassas whose REAL name, once you get to the real water, is the Occoquan River.",0,-1
6826,when and where did the battle of manassas take place,"Anonymous. 1 decade ago. You need to distinguish between the ""Civil War"" and the ""Battle of Bull Run."". Neither side called the Civil War - Bull Run or Manassas. The battle that took place near the town of Manassas went by different names depending on what side you were on.",0,-1
6827,when and where did the battle of manassas take place,"The Federals at first had the advantage, hitting the Confederate left which was only held by a brigade of 600. The line was reinforced, but soon crumbled. As the men were fleeing they came upon Thomas “Stonewall” Jackson’s Virginia Regiment.",0,-1
6828,when and where did the battle of manassas take place,"Jackson refused to retreat and was determined to give the advancing Federals “the bayonet.”. Jackson’s stand served to reverse the battle and the advancing Unionists were met with intense fire and soon broke and ran, literally, back to Washington D.C.",0,-1
6829,when and where did the battle of manassas take place,"The battle took place July 21, 1861 near Manassas Junction in Virginia. 4) Who were the commanders on both sides? For the Union, the commanders were Irvin McDowell and Major General Robert Patterson. For the Confederates the commanders were General Beauregard, General Johnston, and Stonewall Jackson.",1,-1
6830,when and where did the battle of manassas take place,"Commenting has been disabled. This is my last discussion board question from my American History class. The class is over and I got an A. Did I mention that already? Anyway, for the next eight weeks I’ll be taking a class on Ancient Rome, so the focus of this blog will shift for a while.",0,-1
6831,when and where did the battle of manassas take place,"This did not happen. The battle shattered any hopes of a quick war. Lincoln replaced General McDowell with George McClellan who would build up a strong force around Washington, but was reluctant to put it into action. 7) List your sources in APA format.",0,-1
6832,when and where did the battle of manassas take place,"on February 27, 2008 at 5:06 pm ally. that was relly cool this will help me on my project. on February 27, 2008 at 5:09 pm molly dean. sweet that waz awsome info coooooooooooooooooooooooooooooooooooooooooooooooooooooool!!!!!!!!!!!!! i had no idea there waz so much to one battle thank you so much it helped me alot.",0,-1
6833,when and where did the battle of manassas take place,"on February 27, 2008 at 5:13 pm bc ka. wow wow wow awsome this is going to help me with my project there is so much i did not know and i thought i knew all about the battle of bull run thank you so much who ever wrote this my battle project is going to be soooooooooooo awsome. on March 25, 2008 at 1:44 pm ding donng.",0,-1
6834,when and where did the battle of manassas take place,"Is there a different name that CSA used for the battle? [Most Civil War battles have two names – one the North used and one the South used] The battle is known as the Battle of Bull Run, or sometimes the First Battle of Bull Run as there were two battles in the same area. In the CSA it was known as the Battle of Manassas or Frist Battle of Manassas.",0,-1
6835,when and where did the battle of manassas take place,"Thank you so much, this help me so much with my homework, i never knew there was so much that took place in the frist battle of bull run, wow, am i happy i found this page b4 i went insane, lol, this gave me what i need without me going through pages and pages of reading, thanks again.",0,-1
6836,when and where did the battle of manassas take place,"on November 25, 2008 at 5:47 pm anon. explain some more how did it get its name. on December 16, 2008 at 1:13 pm confederacyrules. EWURHAUEGUIEIGUHEGUAHOEUGHAISEHGIUASEHGISGHAEIGHASEIHGIASEHGUISEUGAES YAYAYDYASY7DASDYAYAYAYAAYAYAYYAYYAYAYAYAYYAWOWOWOWOWOOWOWOWOW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,-1
6837,when and where did the battle of manassas take place,"In July of 1861 a sizeable Confederate force under the command of General Beauregard was stationed just 25 miles from Washington D.C. at Masnassas Junction. The newspapers and the public were calling for action soon, but Union General Irvin McDowell knew his army was not prepared yet for battle.",1,-1
6838,when and where did the battle of manassas take place,"Thanks. on March 4, 2009 at 7:35 pm augustine. thinks i nedd help with some wirk because i am doing a projet at school about the bull run so i need help do u think you can help me with that or not. on March 13, 2009 at 9:10 pm tomboy3000. what did the south call this battle and what did the north call these battle.",0,-1
6839,when and where did the battle of manassas take place,"hey....mate ur ans.... is here. The First Battle of Bull Run (the name used by Union forces), also known as the First Battle of Manassas [1] (the name used by Confederate forces), was the first major battle of the American Civil War and was a Confederate victory. The battle was fought on July 21, 1861 in Prince William County, Virginia, just north of the city of Manassas and about 25 miles west-southwest of Washington, D.C.",2,-1
6840,when and where did the battle of manassas take place,"July–September. July 13 – American Civil War: The Battle of Corrick's Ford takes place in western Virginia. July 21 – American Civil War – First Battle of Bull Run aka First Manassas: At Manassas Junction, Virginia, the first major battle of the war ends in a Confederate victory.",1,-1
6841,when and where did the battle of manassas take place,"On the morning of 21 July 1861, the Union Army under the command of Brig. Gen. Irvin McDowell, in an effort to cripple the newly assembled Confederate Army at Manassas, Virginia, fired the opening shots of the first major battle of the Civil War.",0,-1
6842,when and where did the battle of manassas take place,"Manassas Gap. The Battle of Upperville took place in Loudoun County, Virginia on June 21, 1863 during the Gettysburg Campaign of the American Civil War .",0,-1
6843,when and where did the battle of manassas take place,"On July 21, 1861, he was with his regiment at the First Battle of Bull Run during the Manassas Campaign, where Army commander Winfield Scott detailed him to carry messages to Major General Irvin McDowell.",0,-1
6844,when and where did the battle of manassas take place,"The battle was fought on July 21, 1861, in Prince William County, Virginia, just north of the city of Manassas and about 30 miles west-southwest of Washington, D.C. The Union 's forces were slow in positioning themselves, allowing Confederate reinforcements time to arrive by rail.",3,-1
6845,when and where did the battle of manassas take place,"The battle was fought on July 21, 1861, in Prince William County, Virginia, just north of the city of Manassas and about 30 miles west-southwest of Washington, D.C. The Union 's forces were slow in positioning themselves, allowing Confederate reinforcements time to arrive by rail.",3,-1
6846,when and where did the battle of manassas take place,"Notes. ^ The Manassas Campaign, Virginia, July 21, 1861 - Order of battle; Manassas National Battlefield Park - The Battle of First Manassas, Confederate order of battle. ^ Official Records, Series I, Volume II, pages, 1024-1026.",1,-1
6847,when and where did the battle of manassas take place,"References. Manassas National Battlefield Park - The Battle of First Manassas. Sibley, Jr., F. Ray, The Confederate Order of Battle, Volume 1, The Army of Northern Virginia, Shippensburg, Pennsylvania, 1996. ISBN 0-942597-73-7. The Manassas Campaign, Virginia, July 21, 1861.",1,-1
6848,when and where did the battle of manassas take place,"Notes. ^ Multiple commander names indicate command succession of command during the battle or the campaign. ^ The Manassas Campaign, Virginia, July 21, 1861 - Union order of battle; Manassas National Battlefield Park - The Battle of First Manassas, Union order of battle; Official Records, Series I, Volume II, pages, 314-315.",1,-1
